CaseID,Activity,EventType,Resource,Timestamp
96,Antrag prüfen,complete,Manager_#0,2017-11-22T05:22:25
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-29T07:36:47
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-29T07:45:06
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-30T09:22:01
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-01T03:22:01
96,Antrag prüfen,start,Manager_#0,2017-12-01T03:22:01
96,Antrag prüfen,complete,Manager_#0,2017-12-01T04:22:01
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-04T08:45:52
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-04T09:14:46
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-07T05:26:43
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-07T05:27:27
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-07T05:27:27
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-07T07:27:27
96,Antrag prüfen,start,Manager_#0,2017-12-07T07:27:27
96,Antrag prüfen,complete,Manager_#0,2017-12-07T08:27:27
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-11T02:27:49
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-11T02:46:35
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-11T06:46:35
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-11T08:46:35
96,Antrag prüfen,start,Manager_#0,2017-12-11T08:46:35
96,Antrag prüfen,complete,Manager_#0,2017-12-11T09:46:35
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-13T09:47:29
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-13T09:52:20
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-13T09:52:20
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-14T03:52:20
96,Antrag prüfen,start,Manager_#0,2017-12-14T03:52:20
96,Antrag prüfen,complete,Manager_#0,2017-12-14T04:52:20
96,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-12-18T02:00:00
96,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-12-18T02:12:08
96,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-18T02:12:08
96,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-18T04:12:08
96,Antrag prüfen,start,Manager_#0,2017-12-18T04:12:08
96,Antrag prüfen,complete,Manager_#0,2017-12-18T05:12:08
97,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T04:10:58
97,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T04:12:32
97,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-03T07:18:50
97,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-03T09:18:50
97,Antrag prüfen,start,Manager_#0,2017-11-03T09:18:50
97,Antrag prüfen,complete,Manager_#0,2017-11-06T02:18:50
97,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-14T06:38:53
97,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-14T07:07:58
97,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-23T08:52:04
97,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-23T09:34:15
97,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-29T07:58:47
97,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-29T08:22:09
97,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-12-01T07:22:01
97,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-12-01T09:22:01
97,Antrag prüfen,start,Manager_#0,2017-12-01T09:22:01
97,Antrag prüfen,complete,Manager_#0,2017-12-04T02:22:01
98,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T10:12:32
98,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-16T10:59:36
98,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-06T05:25:59
98,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-06T05:32:48
98,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-14T04:38:53
98,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-14T06:38:53
98,Antrag prüfen,start,Manager_#0,2017-11-14T06:38:53
98,Antrag prüfen,complete,Manager_#0,2017-11-14T07:38:53
98,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-23T09:34:15
98,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-23T09:36:41
98,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-28T03:36:47
98,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-28T05:36:47
98,Antrag prüfen,start,Manager_#0,2017-11-28T05:36:47
98,Antrag prüfen,complete,Manager_#0,2017-11-28T06:36:47
99,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-16T10:59:36
99,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-17T03:20:22
99,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-03T09:18:50
99,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-06T03:18:50
99,Antrag prüfen,start,Manager_#0,2017-11-06T03:18:50
99,Antrag prüfen,complete,Manager_#0,2017-11-06T04:18:50
100,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-10-17T03:20:22
100,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-10-17T03:25:10
100,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-06T03:18:50
100,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-06T05:18:50
100,Antrag prüfen,start,Manager_#0,2017-11-06T05:18:50
100,Antrag prüfen,complete,Manager_#0,2017-11-06T06:18:50
100,Auf Vollständigkeit prüfen,start,Sachbearbeiter_#0,2017-11-15T09:07:58
100,Auf Vollständigkeit prüfen,complete,Sachbearbeiter_#0,2017-11-15T09:21:29
100,Weitere Informationen einholen,start,Sachbearbeiter_#0,2017-11-22T04:44:16
100,Weitere Informationen einholen,complete,Sachbearbeiter_#0,2017-11-22T06:44:16
100,Antrag prüfen,start,Manager_#0,2017-11-22T06:44:16
100,Antrag prüfen,complete,Manager_#0,2017-11-22T07:44:16
